zipcode,price,sqft_living,bedrooms,
98092,150000,1360,2,
98001,199950,870,2,
98034,3000000,4850,4,
98058,379900,3110,3,
98029,950000,3700,4,
98117,865000,3500,6,
98040,785000,1670,3,
98032,245700,1640,3,
98118,951000,3400,3,
98118,499950,2060,3,
98092,257000,1330,3,
98122,549000,2330,3,
98004,1600000,3040,3,
98115,1400000,3700,5,
98144,619000,1990,3,
98108,311000,2020,5,
98125,600000,2980,5,
98006,1080000,3990,4,
98122,436000,790,2,
98168,205000,1060,2,
98072,514000,2260,3,
98053,530000,1900,2,
98092,511000,3361,5,
98039,2100000,3550,4,
98031,370000,2740,5,
98136,500000,2040,4,
98038,710000,4070,4,
98103,270000,720,1,
98133,415000,2000,3,
98004,1800000,4400,5,
98003,236000,1300,3,
98059,278000,1420,2,
98115,312000,1540,3,
98115,539000,1540,3,
98125,498000,2360,3,
98033,857000,3720,4,
98040,780000,1690,3,
98199,650000,2300,3,
98027,559500,1650,4,
98178,219950,990,2,
98006,671500,2130,4,
98074,813000,3320,4,
98003,182000,1960,3,
98072,203700,770,2,
98119,740000,2010,4,
98058,230000,800,2,
98003,128000,910,3,
98155,345000,1200,3,
98075,663000,3570,4,
98055,329950,1820,3,
98117,1050000,2930,3,
98115,402300,1480,3,
98133,492000,3305,4,
98059,448000,2230,4,
98188,273000,1560,3,
98126,335000,1030,3,
98112,695000,2380,3,
98155,279000,1010,3,
98115,485000,2060,2,
98055,383000,2370,4,
98028,490000,2242,4,
98028,240000,1078,2,
98125,285000,890,2,
98019,524950,2700,3,
98052,729000,2450,4,
98007,460000,1420,3,
98122,687500,1280,3,
98006,1170000,2910,5,
98006,825000,2430,4,
98038,314950,1860,2,
98033,470000,1800,3,
98006,500000,1960,3,
98166,313000,1550,3,
98117,445000,840,2,
98032,300000,2080,4,
98126,619500,2210,4,
98106,305000,1210,3,
98119,874000,1350,3,
98029,477500,1860,3,
98107,700000,1940,3,
98038,515000,3400,4,
98133,590000,2240,4,
98042,205000,1170,3,
98023,310000,3130,3,
98074,442500,1510,2,
98072,1080000,3740,4,
98038,530000,2690,4,
98178,343500,1760,4,
98118,334900,2180,4,
98052,544300,1560,4,
98155,370000,1780,3,
98038,245000,1260,3,
98136,535000,1570,4,
98168,202000,740,2,
98117,490000,2020,4,
98103,651500,1500,4,
98168,270000,1670,4,
98006,1160000,3620,3,
98118,289000,1010,2,
98010,240000,1460,3,
98199,790000,1790,3,
98019,350000,1760,3,
98108,246950,1790,3,
98116,400000,1050,3,
98028,533000,2590,4,
98042,198400,1040,3,
98038,495000,4060,4,
98077,862000,3190,4,
98077,870000,3190,4,
98040,875000,2180,4,
98055,317000,2120,6,
98031,325000,2110,4,
98117,615000,1210,2,
98003,334950,2410,4,
98033,775000,1980,3,
98006,600000,2370,4,
98103,565000,1720,3,
98126,292500,750,2,
98115,825000,2510,3,
98092,495000,2577,3,
98126,525000,1540,3,
98103,438600,720,1,
98074,507000,1810,3,
98003,275900,1380,3,
98004,1170000,2570,4,
98178,275000,1690,4,
98103,355000,1420,3,
98001,233000,2130,4,
98144,666000,3000,3,
98059,317500,2150,4,
98198,420000,2280,4,
98168,290000,1560,4,
98059,320000,1880,3,
98075,650000,2320,3,
98034,325000,1010,3,
98146,165000,1120,3,
98005,500000,1560,3,
98034,443000,1860,4,
98055,213400,1150,3,
98008,480000,1920,4,
98023,275000,2490,4,
98108,299880,1460,3,
98144,499950,1820,3,
98040,1710000,4290,5,
98027,550000,2230,4,
98092,300000,2070,4,
98122,920000,2480,3,
98115,2300000,4110,4,
98115,620000,2290,4,
98022,253500,1220,3,
98144,978000,2620,4,
98058,387500,3190,4,
98155,325000,850,3,
98116,568000,1740,3,
98133,525000,2140,4,
98056,560000,2070,3,
98053,394000,1680,3,
98107,484950,1000,2,
98105,1300000,3340,3,
98059,315000,1260,3,
98077,590000,2430,4,
98146,106000,560,1,
98059,751000,3380,3,
98115,474000,1100,2,
98002,189000,1700,2,
98053,440500,1600,3,
98033,1020000,2605,3,
98053,589000,1850,2,
98092,273000,1830,3,
98198,950000,3050,3,
98008,277700,1240,2,
98001,299900,2100,3,
98056,235000,1250,3,
98133,464000,1230,2,
98023,281000,1690,3,
98155,320000,1520,3,
98030,282000,1890,4,
98006,745000,1990,4,
98023,245000,1480,3,
98023,250000,1480,3,
98052,470000,2120,3,
98109,216650,1480,3,
98052,440000,1250,3,
98029,590000,2010,4,
98005,935000,3150,5,
98007,848000,3010,3,
98029,827500,3920,5,
98103,1130000,2880,6,
98056,630000,2550,2,
98034,340000,1120,5,
98034,570000,3140,4,
98075,2750000,4130,4,
98003,514500,2990,4,
98136,360000,1120,2,
98166,228900,1570,4,
98053,660000,2210,3,
98075,647000,2390,4,
98011,366000,1520,3,
98106,354000,1830,5,
98136,850000,2640,4,
98029,496700,1740,3,
98055,300000,1550,3,
98033,390000,1040,3,
98007,350000,1640,3,
98007,561000,1640,3,
98006,475000,1260,3,
98126,275000,1170,3,
98038,290000,1590,3,
98038,199000,1750,3,
98042,279900,1770,4,
98105,1660000,3530,4,
98133,405000,2160,3,
98074,615000,2360,4,
98023,268000,1980,3,
98125,451000,1620,4,
98053,850000,2700,2,
98040,1180000,3270,5,
98106,245000,870,2,
98107,450000,840,2,
98133,370350,1340,3,
98103,543000,1540,3,
98146,265000,1650,2,
98065,497000,2630,3,
98028,419000,1880,4,
98029,545800,1980,4,
98053,403000,1500,3,
98168,195000,1230,3,
98119,1130000,2520,4,
98002,255000,1970,5,
98125,500000,1520,2,
98199,855000,2600,4,
98166,390000,2290,4,
98198,339000,1979,3,
98115,1330000,2170,4,
98056,429900,1820,4,
98011,370900,1200,3,
98118,457500,1210,3,
98144,499000,1970,4,
98003,225000,1040,2,
98102,615000,1920,3,
98115,455000,1020,2,
98125,458000,1660,3,
98005,580000,1670,3,
98074,966000,3810,5,
98168,240000,2020,4,
98136,229050,420,1,
98125,328500,1390,3,
98168,319000,2010,3,
98115,650000,1820,4,
98177,398500,1630,3,
98168,250000,800,1,
98040,815000,2270,3,
98033,1070000,2290,3,
98014,510000,2750,3,
98118,156000,590,2,
98092,254500,2570,4,
98177,760000,2050,3,
98030,210000,1610,3,
98198,349950,2140,3,
98199,676000,1730,3,
98108,475000,2440,4,
98105,880000,3220,4,
98074,1210000,4330,4,
98118,420000,1780,3,
98004,607000,1230,3,
98011,475000,2160,4,
98116,395000,1400,2,
98004,650000,1900,4,
98027,625000,2910,5,
98052,849000,2960,3,
98125,429950,2010,3,
98029,825000,3760,3,
98117,505000,1020,2,
98053,265000,1290,2,
98056,283000,890,3,
98074,560000,1620,3,
98074,765000,3360,4,
98006,610000,2930,5,
98033,589000,2940,3,
98168,192500,1080,3,
98004,3200000,4560,3,
98115,550000,1010,3,
98117,460000,1790,2,
98023,264500,2060,4,
98126,339000,1150,3,
98199,950000,4030,4,
98040,677500,2020,3,
98074,690000,2740,4,
98031,312000,1930,4,
98040,840000,2500,5,
98038,357500,2080,3,
98117,675000,1460,3,
98023,515000,3290,3,
98029,491234,1540,4,
98038,290000,1310,3,
98052,490000,2120,4,
98005,810000,2920,4,
98166,252000,1150,3,
98001,299999,2380,3,
98108,400000,2220,3,
98126,530000,3020,5,
98198,357000,2460,3,
98103,365000,1820,3,
98116,804000,2620,4,
98119,808250,1750,3,
98031,360000,2020,4,
98042,240000,1240,3,
98011,335000,1380,2,
98166,380000,1920,3,
98019,350000,1680,3,
98055,194000,1400,3,
98011,310000,1240,3,
98014,315000,1410,3,
98023,258950,1440,3,
98112,479000,1230,2,
98033,510000,1550,5,
98072,400000,1760,3,
98029,1450000,5000,4,
98122,680000,2140,5,
98112,1750000,3510,6,
98030,335000,2010,3,
98058,460000,3390,5,
98006,440000,2160,4,
98053,412250,1300,2,
98002,185000,1280,3,
98003,286500,1840,3,
98038,422000,3200,4,
98042,408000,2800,3,
98198,306500,1390,2,
98038,359900,2600,4,
98053,560000,1960,3,
98053,259875,1250,3,
98053,385000,1250,3,
98106,188000,550,1,
98112,1140000,2500,4,
98045,255000,1250,3,
98004,1190000,3020,4,
98117,635200,1640,4,
98188,355000,1870,3,
98105,544000,1760,3,
98144,402000,1320,3,
98199,575000,1430,4,
98042,216000,1580,3,
98059,1200000,4170,4,
98177,850000,3090,4,
98126,238000,1020,3,
98112,625000,2180,4,
98105,1110000,3350,5,
98136,820000,2510,3,
98108,355000,1880,3,
98125,495000,1810,4,
98006,1300000,4170,5,
98144,398750,2230,3,
98052,835000,3650,4,
98005,705000,2830,6,
98122,625000,2120,4,
98074,550000,2090,4,
98126,540000,2600,3,
98103,519000,830,2,
98038,311000,1975,4,
98023,305000,1900,4,
98058,395000,2640,4,
98198,275000,1610,4,
98029,450000,1770,3,
98133,324000,1070,2,
98199,2800000,4590,5,
98103,565000,1540,4,
98133,373000,1590,4,
98119,613000,1170,2,
98072,614000,2880,4,
98006,595000,2510,4,
98074,440000,1280,2,
98166,425000,1570,3,
98115,407000,740,2,
98007,472000,1740,3,
98119,472000,1180,3,
98177,1250000,2960,5,
98126,412000,1880,3,
98117,717000,1150,3,
98008,425000,1320,3,
98166,299999,1640,4,
98038,254000,1470,3,
98001,178500,900,3,
98119,800000,1510,3,
98115,420000,1440,3,
98028,319900,1380,2,
98125,350000,1150,2,
98075,968000,3610,6,
98107,491000,1250,3,
98075,948000,3510,3,
98117,900000,2260,3,
98042,270000,2840,3,
98023,198000,1430,3,
98166,250000,1420,2,
98029,615000,2120,4,
98029,550000,2080,3,
98188,190000,1370,2,
98006,629000,1900,4,
98028,434000,1660,3,
98126,415885,1310,3,
98105,550000,1840,3,
98178,272000,1040,1,
98072,665000,2610,3,
98006,510000,1990,3,
98166,530000,3080,3,
98072,355000,1200,3,
98148,255000,1250,4,
98052,790000,2640,4,
98004,695000,1790,5,
98148,255000,1140,2,
98072,410000,1790,3,
98117,650000,1910,4,
98103,675000,1530,4,
98122,332888,1050,2,
98031,300000,1730,3,
98006,320000,1100,4,
98059,342500,2100,5,
98072,752875,2800,4,
98040,1730000,5000,5,
98126,255000,880,1,
98155,244000,1470,3,
98033,1420000,3950,5,
98168,218000,980,3,
98155,359000,2180,4,
98059,840000,3040,4,
98077,900000,4130,5,
98042,205000,1850,4,
98042,205000,1600,3,
98108,500000,2070,2,
98059,510000,3180,4,
98077,1140000,6900,6,
98109,1550000,2640,4,
98038,210000,1920,3,
98052,597500,2030,3,
98092,400000,1140,2,
98155,412000,1660,3,
98133,299950,1390,2,
98105,1080000,2490,4,
98031,422500,2550,4,
98033,410000,1270,3,
98144,1400000,2980,4,
98023,245000,1470,3,
98011,720000,3550,4,
98118,315000,780,2,
98003,191950,1390,2,
98056,455000,2440,4,
98116,523000,1260,3,
98002,250000,1640,3,
98055,294000,1670,3,
98115,490000,2380,3,
98126,310000,1030,4,
98022,265000,1560,3,
98052,402000,1640,4,
98022,705000,2200,2,
98038,589450,3190,4,
98188,219950,1200,3,
98115,750000,2250,3,
98199,478000,1960,2,
98188,170000,1250,3,
98092,489950,2640,4,
98117,1370000,2460,2,
98038,319950,1700,3,
98108,208417,840,2,
98117,410000,1900,4,
98125,590000,2160,4,
98006,648000,1610,3,
98092,255000,1720,3,
98072,465000,2190,4,
98006,622000,3020,4,
98030,306000,1980,3,
98199,617000,1880,3,
98125,438750,1610,3,
98109,1280000,3260,4,
98177,995000,3970,5,
98177,1580000,4570,4,
98117,635000,2620,5,
98031,215000,1180,3,
98115,530000,1365,3,
98106,295000,720,2,
98032,245000,1350,3,
98058,400000,3060,6,
98022,303000,1850,3,
98024,330000,1320,3,
98028,700000,1990,3,
98055,126000,610,1,
98005,850000,2500,4,
98034,405000,1440,3,
98103,869900,2750,6,
98126,485000,1790,3,
98122,400000,1050,2,
98038,299950,1780,3,
98034,585000,2200,4,
98115,495000,1720,4,
98029,2200000,5840,5,
98074,447000,1520,3,
98092,206000,1320,3,
98116,500000,1070,3,
98030,302500,1990,4,
98052,1250000,4980,4,
98117,391000,890,2,
98038,250000,1440,3,
98059,435000,2440,4,
98055,160000,1800,4,
98155,451000,2260,5,
98168,206000,810,2,
98116,590000,2240,4,
98074,695000,4560,3,
98031,350000,1550,3,
98199,1240000,3180,5,
98072,395000,2950,6,
98178,419000,2190,5,
98053,592350,1570,2,
98027,855000,3420,5,
98033,771000,2420,4,
98022,325000,1570,3,
98112,1850000,3680,5,
98116,545000,1910,4,
98116,615000,1780,3,
98115,625500,2160,2,
98001,232000,1460,3,
98055,168000,1370,3,
98055,238000,1370,3,
98092,260000,1500,3,
98027,460000,1210,3,
98155,900000,2850,3,
98155,289950,1090,3,
98038,265000,1450,3,
98072,465000,1820,4,
98034,370000,1320,3,
98146,240000,1670,2,
98056,232000,1440,4,
98126,237502,980,3,
98199,1280000,4340,4,
98005,957000,2860,4,
98042,218000,1140,3,
98042,205000,1120,3,
98126,350000,1460,3,
98198,256000,2050,4,
98125,275000,1250,3,
98031,372000,2520,4,
98027,688888,2580,3,
98053,170000,1200,2,
98007,530000,2140,5,
98029,905000,3440,4,
98118,365000,1800,4,
98031,312000,1790,4,
98126,400000,1250,2,
98133,278750,800,2,
98006,510000,1410,3,
98117,527700,1330,2,
98109,740000,2890,4,
98059,512000,2550,4,
98030,362000,2880,5,
98168,225000,660,3,
98029,491500,1470,3,
98133,429950,1700,4,
98006,375000,1040,3,
98106,199400,880,2,
98042,364900,2490,4,
98126,324950,1210,3,
98144,467000,2080,5,
98125,380000,1380,3,
98055,250000,1620,3,
98103,700000,1680,4,
98092,206990,1330,3,
98107,670000,1730,3,
98052,315000,790,2,
98092,319950,2240,3,
98177,419000,1500,3,
98092,205000,1800,3,
98038,335000,1980,4,
98103,397000,1340,3,
98122,370000,750,2,
98059,330000,1790,4,
98006,1790000,5490,4,
98155,399000,1940,3,
98092,400000,2670,4,
98038,249900,1220,3,
98117,717000,1310,3,
98031,319000,1930,4,
98115,635000,2100,4,
98155,355000,1180,3,
98006,1600000,4320,5,
98033,585000,3140,4,
98168,320000,2320,3,
98059,305495,2110,3,
98198,240000,1790,4,
98198,199950,1740,5,
98004,1620000,3820,4,
98166,770000,2050,3,
98092,255000,1680,4,
98058,289000,1930,4,
98056,494500,3760,4,
98052,746000,2370,3,
98059,385000,2120,4,
98052,688100,2370,4,
98103,870300,2350,4,
98155,310000,1180,3,
98133,500000,2270,3,
98042,255000,1830,3,
98112,1480000,3910,3,
98148,154500,890,3,
98034,425000,1820,3,
98029,700000,2440,4,
98109,410500,1110,2,
98034,432000,1870,3,
98144,530000,1240,3,
98034,465000,1560,3,
98029,498688,1910,3,
98166,573500,2200,3,
98023,349900,2530,4,
98056,220000,1130,3,
98106,260000,820,2,
98118,290000,960,2,
98144,615000,1980,4,
98034,730000,3370,4,
98045,1950000,7420,4,
98038,332500,1800,3,
98011,650000,3990,5,
98115,1400000,4070,4,
98011,465000,1640,4,
98029,690000,3730,4,
98058,289900,1220,3,
98112,1620000,3490,3,
98148,339950,1730,3,
98023,367999,3430,4,
98038,380000,2320,4,
98166,440000,2030,3,
98005,975000,4850,5,
98028,309500,1340,3,
98155,350000,1130,3,
98038,215000,1180,2,
98118,254000,910,2,
98115,567000,1630,3,
98102,402000,710,2,
98045,365000,1520,4,
98155,625000,2820,4,
98126,432000,1970,4,
98058,335500,2240,5,
98116,672500,1860,2,
98118,336000,1780,4,
98002,294400,1788,4,
98007,541900,1880,3,
98052,505000,2300,3,
98030,255000,1610,3,
98011,435000,2270,6,
98119,636000,1230,2,
98010,655000,3420,4,
98148,280500,1670,3,
98117,520000,1120,2,
98031,354000,2580,4,
98003,810000,3847,5,
98092,400000,3630,4,
98074,879900,3580,4,
98040,1290000,4050,5,
98010,902500,3240,3,
98122,900000,1540,3,
98056,419500,2550,4,
98199,685000,2340,4,
98059,429950,2320,4,
98106,464950,1640,4,
98045,239900,910,2,
98019,406250,2550,4,
98045,447000,2660,4,
98033,466800,1480,3,
98008,674000,2810,4,
98103,525000,830,1,
98038,674950,3510,3,
98058,374900,2480,3,
98102,1440000,3720,4,
98052,559500,2150,3,
98065,522500,2370,3,
98053,1130000,4310,5,
98059,498500,2990,5,
98117,571000,1350,4,
98027,543000,2370,2,
98001,271920,1410,3,
98146,104950,1170,2,
98075,485500,1800,4,
98115,1210000,3650,4,
98038,260250,1490,3,
98075,875909,3610,4,
98058,455000,2050,4,
98106,309000,1092,3,
98023,229000,2010,4,
98003,250000,1680,3,
98034,600000,2510,4,
98077,535000,2280,4,
98053,571000,2510,3,
98006,1030000,3190,5,
98155,600000,4690,4,
98072,469500,1850,3,
98059,1150000,4160,4,
98105,785000,2220,4,
98052,872750,2870,3,
98117,900000,3950,4,
98065,350000,1740,2,
98039,2580000,4780,5,
98005,940000,3160,4,
98023,185000,1990,5,
98053,850000,3920,4,
98022,201000,960,3,
98133,499000,1540,2,
98059,315000,1970,4,
98029,509950,1880,3,
98178,286300,2000,3,
98034,590000,1990,3,
98106,325000,1400,4,
98010,625000,3190,4,
98125,378000,1000,3,
98023,239950,1670,3,
98105,550000,2100,4,
98118,325000,1010,2,
98103,831000,2030,4,
98028,249000,1090,3,
98072,484000,2440,4,
98092,395000,2500,4,
98074,839900,3420,4,
98052,760000,2850,4,
98116,750000,2030,4,
98112,3000000,4590,5,
98065,440000,2230,3,
98027,501000,1810,2,
98122,739000,4000,6,
98005,685650,1490,3,
98074,1010000,4225,4,
98105,980000,2120,4,
98056,275000,1030,3,
98058,319950,2310,4,
98028,448500,1830,3,
98070,437000,2120,5,
98106,330000,2500,4,
98031,365000,2470,3,
98133,329000,940,2,
98008,681500,3260,5,
98052,566000,1660,3,
98053,897500,4370,4,
98052,738000,2620,3,
98092,185000,1500,3,
98136,445000,910,2,
98118,175000,1430,3,
98136,315000,900,2,
98008,445000,1250,4,
98004,1400000,3850,5,
98052,832500,3450,4,
98065,771150,3950,4,
98188,225000,1950,4,
98065,389950,1700,3,
98065,435000,2370,3,
98102,845000,1600,3,
98102,1300000,4060,4,
98144,350000,1322,3,
98003,250000,1140,3,
98144,370000,1280,2,
98052,750000,3080,4,
98117,439950,1210,2,
98133,395000,1950,4,
98133,375000,1450,4,
98003,263000,1590,3,
98032,185000,1240,3,
98075,500000,1440,3,
98027,920000,3470,4,
98075,936000,5100,7,
98004,1500000,2430,3,
98115,1100000,2420,3,
98003,247000,1510,3,
98115,289500,1200,3,
98065,432500,2240,3,
98103,680000,1870,3,
98199,589000,1110,3,
98136,756450,3210,4,
98034,536650,2090,3,
98122,540000,1320,3,
98125,385000,1340,3,
98115,485000,1020,3,
98059,240000,1220,3,
98059,415500,1220,3,
98117,550000,1390,3,
98112,1260000,2970,4,
98070,430000,1440,2,
98136,415000,1550,2,
98010,365000,1904,4,
98001,257000,1400,4,
98029,420000,2140,3,
98166,338995,1320,3,
98177,615000,2620,3,
98092,312500,2300,4,
98028,513000,2000,4,
98116,857500,2960,4,
98040,1060000,2700,3,
98146,585000,1740,3,
98038,350500,1770,2,
98168,215000,1290,3,
98034,440000,1450,4,
98042,270000,1420,3,
98126,385000,1330,3,
98103,688500,1760,3,
98122,700000,2010,3,
98006,585000,2560,5,
98052,401000,1260,2,
98052,655000,2420,4,
98144,317000,1010,3,
98034,500000,1770,4,
98103,314963,890,2,
98126,715000,1670,3,
98045,280000,1360,3,
98011,531000,2120,3,
98007,617000,1910,3,
98177,440000,1480,4,
98002,140000,1090,3,
98052,661000,1670,4,
98052,697000,1670,4,
98040,1200000,3650,5,
98115,535000,1970,4,
98118,404500,1320,2,
98126,396500,1710,3,
98056,450000,1740,3,
98119,605000,2200,3,
98118,699000,2010,3,
98014,805000,3910,3,
98014,156000,470,1,
98052,595000,2330,4,
98065,285000,1930,3,
98056,725000,3270,4,
98023,216300,1650,3,
98059,410000,2220,4,
98126,597000,2470,2,
98077,325000,1300,3,
98030,355000,2530,5,
98146,338000,2400,3,
98001,210000,1500,4,
98034,423000,1700,4,
98002,249500,2120,4,
98042,325000,2240,4,
98042,257000,1540,3,
98053,550000,1890,3,
98033,490000,1260,3,
98034,299000,1160,2,
98070,295000,1300,2,
98074,630000,3220,4,
98058,320000,2020,4,
98005,1110000,2990,4,
98117,398000,1420,4,
98106,218000,1020,3,
98027,590000,2400,4,
98008,1600000,3640,5,
98106,348500,1550,2,
98053,592500,1870,2,
98028,505000,2340,3,
98119,1430000,3350,5,
98116,502000,1710,3,
98125,257500,1180,2,
98034,405000,1600,3,
98115,427000,1300,3,
98155,290000,1040,3,
98106,222000,1220,3,
98038,315000,2240,3,
98103,371000,1420,3,
98003,279900,1580,3,
98059,250000,2390,3,
98006,599000,2260,4,
98092,267300,1890,3,
98118,585000,1830,2,
98072,350000,1000,3,
98177,506000,2180,3,
98058,400000,2320,6,
98146,151100,840,3,
98146,251000,840,3,
98006,555000,2350,4,
98070,467500,2040,3,
98042,479000,2370,4,
98001,247000,1590,5,
98045,299500,1380,3,
98125,306888,1940,4,
98010,675000,3320,4,
98105,577000,1090,2,
98003,219950,1650,3,
98033,375000,1110,3,
98115,650000,2110,4,
98107,975000,1850,3,
98106,229000,600,1,
98122,575000,2760,5,
98075,815000,2970,4,
98077,525000,2300,3,
98027,471000,2030,3,
98117,450000,2160,4,
98116,590000,1650,3,
98006,744000,3140,4,
98092,460000,2690,4,
98155,299000,1940,5,
98022,231000,1220,4,
98092,195000,1300,3,
98045,305000,1660,3,
98144,895000,3390,4,
98004,1110000,2310,4,
98108,339000,950,2,
98109,885000,2400,4,
98146,375000,1780,3,
98008,367400,1280,4,
98119,700000,1930,4,
98008,667000,2560,5,
98118,200000,920,2,
98074,552775,1900,3,
98056,452000,2270,3,
98059,418000,2080,3,
98033,601500,1460,3,
98075,600000,1670,3,
98092,340000,2810,4,
98003,310000,2370,3,
98056,290000,1700,2,
98133,438000,1630,2,
98144,718000,2930,4,
98168,200000,860,2,
98042,479900,1980,3,
98058,400000,2080,3,
98188,219950,1060,3,
98019,300000,1590,3,
98177,437000,1980,3,
98034,350000,1720,4,
98004,626000,1350,4,
98077,490000,2080,3,
98042,289000,2090,3,
98199,595000,2030,3,
98045,676000,2680,3,
98133,389000,1820,3,
98198,240000,1300,3,
98031,382500,2210,4,
98008,511555,1400,3,
98107,710500,2040,3,
98027,429000,2420,3,
98198,170000,1920,4,
98004,2140000,3860,4,
98072,480000,2760,5,
98122,1670000,3450,4,
98168,225000,1040,3,
98177,615000,2220,3,
98022,438950,2470,4,
98003,242000,1300,3,
98074,560000,1960,3,
98103,857500,2040,3,
98074,685000,3030,4,
98034,486000,2260,4,
98007,749000,2670,3,
98030,260000,1520,3,
98126,1020000,3610,3,
98199,565000,1130,3,
98103,355000,1480,3,
98125,775000,3540,5,
98188,335000,2100,4,
98199,1300000,3366,5,
98107,545000,1810,3,
98144,540000,1680,3,
98125,687500,2450,3,
98001,115000,1150,1,
98001,227000,1150,1,
98075,870000,3240,4,
98005,1190000,3480,4,
98038,375000,2800,4,
98118,902000,3240,3,
98056,269500,1480,2,
98117,570000,1700,3,
98133,359950,1240,2,
98004,1450000,3720,4,
98052,615000,1910,3,
98198,250000,2120,4,
98065,530000,3020,4,
98065,474950,2250,3,
98125,490000,1650,4,
98126,210000,880,2,
98198,265500,1860,3,
98144,1460000,3840,5,
98030,310000,2192,4,
98056,324500,1590,3,
98028,599000,3700,4,
98058,525000,3670,4,
98155,400000,1630,3,
98166,887500,4230,3,
98115,344000,1060,2,
98072,525000,2700,3,
98034,385000,2110,3,
98074,820000,3720,4,
98199,1310000,3440,4,
98074,549000,2420,4,
98106,180000,1090,3,
98065,589000,2910,4,
98118,350000,1050,3,
98003,197400,1610,3,
98030,267000,1760,3,
98075,480000,1540,3,
98125,650000,2580,4,
98107,600000,1370,2,
98053,490000,1440,2,
98058,225000,1410,3,
98005,640000,1980,3,
98005,710000,2440,3,
98019,325000,1350,3,
98072,595000,3130,3,
98002,128750,880,3,
98008,465000,1920,3,
98115,710000,2700,4,
98136,605000,1670,4,
98040,994000,3470,4,
98034,489950,1820,3,
98133,365000,1310,3,
98042,359950,1790,3,
98059,495000,2460,4,
98058,255000,1060,3,
98034,330000,1340,3,
98052,450000,1480,3,
98065,655000,3500,4,
98003,485000,2910,4,
98072,375000,1940,4,
98075,570000,2280,4,
98103,350000,1190,3,
98146,550000,1260,3,
98052,513000,2270,5,
98126,450000,1990,4,
98144,432500,1500,4,
98022,432000,2060,5,
98052,480000,1950,3,
98034,402200,1790,3,
98004,650000,1520,3,
98040,1200000,3240,4,
98030,312000,2440,3,
98116,610000,2220,4,
98117,823000,2640,5,
98105,471000,1450,4,
98033,481015,1550,3,
98040,1960000,6200,5,
98052,624000,2810,4,
98011,480000,2080,4,
98004,815000,1370,3,
98004,1650000,2920,4,
98146,180000,1000,3,
98038,156601,1210,2,
98038,374950,2790,4,
98146,368000,1660,2,
98103,550000,1650,3,
98001,198000,1300,3,
98034,345000,1090,3,
98039,1710000,2660,5,
98001,185900,940,3,
98006,950000,2750,3,
98006,995000,3850,4,
98133,345000,860,2,
98040,741000,2070,4,
98053,737000,2290,2,
98177,668750,2340,4,
98027,575000,2680,3,
98042,280000,1710,4,
98008,583000,1800,3,
98028,196000,1510,3,
98055,349950,1700,3,
98107,429000,1350,4,
98031,270000,2140,5,
98108,385000,2700,6,
98103,535000,920,1,
98133,352500,1500,3,
98117,624000,1510,3,
98058,215000,1980,5,
98040,870000,4500,4,
98059,440000,3220,4,
98122,518000,1140,2,
98038,259500,1490,3,
98053,795127,4360,4,
98006,290000,960,3,
98198,385000,2253,4,
98155,259950,770,2,
98059,330000,1310,2,
98106,280000,980,3,
98075,595000,1820,4,
98074,925900,3980,4,
98028,499000,3010,3,
98003,325000,1830,4,
98004,895000,2550,5,
98058,162248,800,2,
98146,1070000,2890,3,
98115,430000,1810,3,
98115,615500,1810,3,
98118,260000,940,3,
98024,295000,1810,4,
98122,1190000,2550,3,
98034,749950,2370,4,
98106,175000,1370,6,
98106,415000,1370,6,
98002,190000,1200,3,
98107,625000,2100,3,
98014,420000,2020,3,
98030,339900,1570,4,
98028,160000,1140,2,
98038,353000,1830,4,
98074,390000,1010,3,
98155,675000,1770,4,
98059,400000,2120,3,
98144,1340000,3190,4,
98004,1650000,2780,4,
98103,1000000,3350,5,
98033,850000,3450,5,
98106,275000,1060,3,
98027,450000,1670,3,
98003,305000,2251,4,
98117,643002,1770,3,
98052,468000,1510,2,
98038,324950,1770,4,
98031,290000,1260,3,
98033,488500,1710,3,
98133,367950,2290,3,
98146,285000,790,2,
98070,417000,1820,3,
98007,1120000,3180,4,
98040,1550000,5280,4,
98023,604000,3240,3,
98058,380000,2390,3,
98038,336500,2500,4,
98115,685000,2290,4,
98006,4210000,7440,5,
98040,670000,1600,3,
98109,524000,1120,2,
98003,172000,1340,3,
98105,680000,1670,6,
98092,549900,2830,4,
98042,357000,2700,4,
98106,107000,910,3,
98106,232900,910,3,
98103,800000,2370,4,
98133,248500,880,2,
98116,670000,2050,3,
98038,207000,1180,3,
98092,164000,1070,3,
98119,570500,1380,2,
98027,599990,2680,3,
98034,395000,2100,5,
98019,979500,4133,4,
98125,207000,920,3,
98125,237000,920,3,
98075,650100,1750,2,
98052,385000,1950,4,
98146,335000,1660,2,
98092,347000,2670,4,
98198,204000,980,3,
98052,615000,1780,4,
98004,943500,2370,3,
98108,560000,1640,3,
98006,547500,2610,4,
98059,359500,2030,4,
98029,660000,2590,3,
98038,258000,1620,3,
98042,355000,2040,3,
98126,253500,810,2,
98056,422500,1270,3,
98003,239000,1470,2,
98033,628000,1720,3,
98106,352000,1320,2,
98133,311600,1358,3,
98001,235000,2070,4,
98040,870000,2910,5,
98001,190848,1370,4,
98115,570000,2340,4,
98116,661254,2290,4,
98117,575000,1650,4,
98133,230000,650,2,
98027,680000,2300,3,
98106,148000,620,1,
